Comment,Annotation,label,text_len
"bhosasi ke tuje pata hai kya tu kise Gaali de raha hai, hamare Paas itni property's hai ki teri ma or behan ko nungi nachwa du kothe pe lawde, pese ka guroor kisi or ko dikhna teri behan ko chod dunga wahi akar",Hatespeech,0,43
India ki asli khanii,Not Hatespeech,1,4
Mandir me nhi Jane de rhe the toh Jana hi ku ese Mandir me ...as a Sc community membebr Mai laat Marta hu ese mandiro ko aur unme pujari banke baithe pando ko 💪,Hatespeech,0,34
Tu bhi lo😂kisne roka h​,Not Hatespeech,1,5
"i m a brahmin......best freind was a buddhist/sc actually , whenever i used to meet his parents, i used to touch their feet.......after a freindship of seven years i realised that all rhis time, this freind was practicing black magic on me, even his parents was a part of it, i m damaged fully destroyed and back to the medivel mindset
........i dont eat anything given by anyone.....especially mlecchas and shudras......and i dont feel guilty for it.........",Hatespeech,0,77
"बीबीसी दलितों को हिन्दु समाज के विरुद्ध भड़काने का काम कर रहा है, यह बहुत ख़तरनाक है। एक षड्यंत्र के तहत हिन्दुओं को बदनाम किया जा रहा है कि हिन्दू ओंधे दलितों पर बहुत जूल्म किया है। सच तो यह है कि १०००साल से मुस्लिम और इसाईओंका राज चलता रहा। और जिनका राज चलता है वे ही सितम करते हैं।",Hatespeech,0,60
Id you think you have no right to live in this country then leave this country aur apni ma chuda,Hatespeech,0,20
after such acts these sc st want upper caste to treat them as equal. ab bolo ki sc st ke saath injustice hota hai,Not Hatespeech,1,24
"In 🅱️hangi people ko koi izzat nahi deni chahiye, they're always looking for a handout. 😒",Hatespeech,0,16
"Yeh chamar log, bas reservation ka fayda uthate hai! Koi kaam toh karte nahi 😡",Hatespeech,0,15
bhosdika lga la faasi,Hatespeech,0,4
Itna bada chutiya hai - rss mein doob maar kutte,Hatespeech,0,10
समाज चुनौतियों से नहीं नंदकिशोर जैसे चुटियो से परेशान है 😡😡,Hatespeech,0,11
"Abe chamar, tum logon ko toh bas reservation chahiye, kuch kaam dhanda toh aata nahi 😠",Hatespeech,0,16
"Dekho bhangi aunty ko, kitna drama karti hai. Apni aukat mein raho! 😠",Hatespeech,0,13
"nichi jat sadiyo se utpidan or heen bhavna to jhel hi rahi h....
azadi se aj tk desh ke jyadatr uchhey pado pr uchii jat hi raj kr rhi ha....
isa hi raha to jldi hi hindu dharm ko uchi jati balo ke liye arkshit kr dena chaiye",Hatespeech,0,48
"Tere baap hindu hai , jke aukat dekh apni 😂😂😂",Hatespeech,0,10
3% banaam Bahujan.,Not Hatespeech,1,3
Hinduism has turned into Terrorism under BJP.,Hatespeech,0,7
देश की मीडिया सत्ता की दलाली करती है और जमीनी हकीकत नही दिखती है यह बात धनखड़ जी ने कहा था अब यह सबित हो रहा है 💜❤ गोबर खाने और मूत्र पीने वाले सिर्फ़ दंगा करना चाहते हैं 😎😎,Hatespeech,0,40
"Pakistan is far better country when it comes to equality for citizens...
Im soon leaving India...just to get equality
Western countries are heaven
This country is for STSC.
DON'T SAY TO THESE BASTA*RDS MISTAKES AND POLICE WILL BE BEHIND YOU LIKE YOU MURDERED.

Because in police also all are those stsc f*ker*.

No place here for a general man here",Not Hatespeech,1,60
In bhangi logon ko koi izzat nahi karta. They are always dirty and unhygienic.🤮,Hatespeech,0,14
"In chamar logon ko koi izzat nahi deni chahiye, they are just a burden on society. 😠",Hatespeech,0,17
आप ग़लत सूचना दे रहे हो उसने इसलिए नहीं उसको जलाया क्यूँकि मुस्लिम युवक किसी हिंदू लड़की से प्रेम कर रहा था बल्कि इसलिए जलाया क्यूँकि वो मुस्लिम युवक उसके बहन को रोज़ परेसान कर रहा था,Not Hatespeech,1,37
Dalit aurat ho toh kya kuch bhi karegi? Nobody cares about you. 🙄,Hatespeech,0,13
Dalit Samaj jindabad jindabad,Not Hatespeech,1,4
Yeh cheez kabhi khatam nahi ho sakti dalit ka vote to yeh ley sakte hien lekin dalit kay saath baith kar khana nahi kha sakte desh kay bantware ka mukhya karan chhua chhoot thi baniya aur brahmin musalmano ko malechh kehte they koi musalman ko agar paani pilate they woh baans mien paani daal detey they aur musalman oak laga kar paani peeta tha 99%musalman bhi daliton say convert huye hien,Hatespeech,0,71
Why they can't go to temple if they will wish?,Not Hatespeech,1,10
​ shree ram,Not Hatespeech,1,3
"योगी सरकार का सट्टा का नशा सर पर चढ़कर बोल रहा है 
सत्ता मिट जाएगी सट्टा मिट जाएगी बाबा साहब का संविधान  और विचारधारा हमेशाकायम रहेगी",Not Hatespeech,1,26
Ye hi reality h India ki sb esa hi karte h apne ko dosro see zada pavitr samjte h bj ek khas privar me janm ki vazh see chahe vo sb se gadhee hi ho,Not Hatespeech,1,35
That's why i love Islam❤,Not Hatespeech,1,5
Aapne kaffi sensitive subject par sawal khade kiye hai mam selute hai mam aapko,Not Hatespeech,1,14
आप लोगों के बारे में ना सोचें सकारातमकता रखें।,Not Hatespeech,1,9
RaaaaamRaaaajya ki asliyat. Gud journalism dhram by u. Thanks.,Not Hatespeech,1,9
Haa ek tarfa he dikhta h tumhe itne sarif ni hote ye 1 jo mara wo general h,Not Hatespeech,1,18
Aaraktion khatam kro,Not Hatespeech,1,3
ye report padh lo chalis percent to shuru se hi farzi baki sab मामले का सेटलमेंट कर पैसे लेते हैं।,Not Hatespeech,1,20
Even angrezo ne bhi brahmins ko judiciary se alag kar diya tha kyonki woh jaan gaye the ki ye justice main vishwas nhi rakhte..inhone sare samaj ko ganda kar diya hai...judiciary main jo bhi convict hote hain unme dalito ki no. bhut jyada hai..jabki woh jyadatar victims hote hain.,Hatespeech,0,49
इन लोगों ने जरूरत से ज्यादा नौटंकी करनी शुरू कर दी अम्बेडकर के नाम पर भीख भी हिन्दू धर्म लिखवाने पर मिलती है और ये उल्टा धर्म का विरोध पर उतर आए हैं।,Hatespeech,0,33
In bhangi logon ko toh bas gandagi karne aati hai. Cleanliness ka toh koi idea hi nahi hai. 🤮,Hatespeech,0,19
"Dekho, ye dhobi log, inhe toh education ka matlab hi nahi pata. They will always remain uneducated! 🤮",Hatespeech,0,18
"Abe chamar log, tumhari aukaat kya hai, bas reservation ka fayda uthate ho! 😡",Hatespeech,0,14
Ye sab sale Hindu nahi hai atankwadi hai,Hatespeech,0,8
Typical Colonial British Raj mindset of BBC to divide Hindus on the basis of caste n rule bharat,Not Hatespeech,1,18
sc st obc ghar vapshi karo na rahegi basari nabega baja yahi to baba sahab ne yahi to ailan kiya the sanghatit bano sarkaar so rahi jitanibhi dalit jatiya hai budhist bano.,Not Hatespeech,1,32
Election ka time hai dalito aur takhuro me dange karwa reh hai bekar neta vote ke khatir election aane wala hai kripya karke afbhao me dhyan mat dijiye.,Not Hatespeech,1,28
Abey tum logon ki koyi aukat nehi hai.tum log gandu ho ek no k.Agar dalit ho toh uske pichhe koyi na koyi Karan jaroor hoga.,Hatespeech,0,25
"Abe chamar log, tumhari aukaat kya hai? 😠 Tum toh sirf gaand ghiso!",Hatespeech,0,13
"In 🅱️hangi log ko toh koi izzat hi nahi deta, they are always begging, yaar. 😡",Hatespeech,0,16
"Dekho, yeh dalit log, unke paas toh bas reservation hai, aur kuch nahi. They just",Hatespeech,0,15
In dom logon ko toh bas gandi jagah pe rehna hai. 🤮 They don't even try to improve themselves.,Hatespeech,0,19
Rss k log apne se gaay marte h fir uska iljam muslimo pe lga dete h or fir unhe nyay b nhi milta hindu dharm sirf brahamado k dharm h jago bahujan bevkufo,Hatespeech,0,33
"In bhangi logon ko koi izzat nahi deta, phir bhi aake humse equality ki baat karte hain. 🙄",Hatespeech,0,18
Jalo salo babasaheb ambedkar ji ke naam se 🙏,Hatespeech,0,9
chamar bol ..jatav word hindu ne ek respect k tor pr kha tha chamar ko,Not Hatespeech,1,15
दलित समुदाय हिंदू समुदाय का एक अभिन्न अंग है❤❤❤❤❤❤❤❤ हिंदू एकता पर बातें होनी चाहिए या पीवीसी जानबूझकर के ऐसी बातें को पहले आता है,Not Hatespeech,1,25
Abhi aise kitne dalit hai jo hindu bane baithe h,Not Hatespeech,1,10
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhandha toh aata nahi hai 😡",Hatespeech,0,16
"Dekho, ye Dhobi log, inki toh aukaat hi nahi hai humare saath khade hone ki. 😂",Hatespeech,0,16
"What nonsense? When God did not ban, Shastras did not ban, Culture does not ban, why are people banning people from entering the temple?",Not Hatespeech,1,24
In bhangi logon ko toh gaon se bahar hi rakhna chahiye. Ganda kar dete hain sab jagah 🤮,Hatespeech,0,18
ye cheej jeetqani hay usase bahut jyada dikhate hay,Not Hatespeech,1,9
Isilye inko Pani nhi pilaya jata h inke liye alag bartan use hota h,Hatespeech,0,14
"Baniya toh bas paisa banane mein lage rehte hain, inko kya pata deshbhakti kya hoti",Hatespeech,0,15
"jinko karna hai vo kare. 
FACT: LOG APNI CAST ME ACHHA INSAN KHOJTE HAIN.",Not Hatespeech,1,14
"Abe chamar log, tumhari aukaat kya hai hum thakur logon ke saamne? 😠",Hatespeech,0,13
​गोबर भक्त देश छोड़ो वैसे भी ब्रह्मण विदेशी है।,Hatespeech,0,9
ye BBC itna harami channel hai kute sale inn haramiyo ek episode nahi bana mila mula dharam meri maut + isai dharam mera haram. haram zade saale. bus soft trget hi dikhte hai hindu,Hatespeech,0,34
Ek bbath batao agar aise padhi likhi larki agar victim card khalti hai to my friend india kabhi grow nahi kar sakta .....me khud bihar se hu or jub me delhi gaya to me ne aisa discrimination dekha ki me bol nahi sakta .....india ki blood line me discrimination hai.,Not Hatespeech,1,50
मुग़लपूतों बल्ले बल्ले हैं! योगी सरकार मे 🤣🤣🤣🤣🤣,Hatespeech,0,8
Nand kishor regar hoga target tab badal lega dharm 😅😅😅,Not Hatespeech,1,10
are bhai ye dogle news wale hai,Hatespeech,0,7
"In chamar logon ko toh bas reservation chahiye, kuch aata jaata toh hai nahi. 😡",Hatespeech,0,15
"In besharmo ko koi nahi puchega, ye chmara toh bas reservation ka fayda uthate hain! 😡",Hatespeech,0,16
Rss ek atankvadi sangthan h isme bhut log hatyare h,Hatespeech,0,10
"दलित हिंदू नही है न था न हिंदू होगा 
समझी 
जय भीम नमो बुद्धाय 💙💙💙💙💙💙",Hatespeech,0,15
I also faced this problem during my graduation,Not Hatespeech,1,8
"Bbc old habit of divide and rule....😂
Shame on bbc reporters....",Hatespeech,0,11
"​ oh tu akela aana or me 10 bande lekr aaunga ladai krna phir yhi same bat bolna 🤡👈🏿 
Ashish poondey",Not Hatespeech,1,21
sari gov discount benefits facility reservation money sbb unn ko mil rai 70 years se..still hum aage h only with our talent..iss lie wo jalte h - fact.,Not Hatespeech,1,28
"In bhangi logo ko reservation de de ke sar pe chadha liya hai. Seriously, they're so lazy! 🙄",Hatespeech,0,18
"Abe, dhobi log, apni aukaat mein",Hatespeech,0,6
U haven't left ur house and parents bubble bro,Not Hatespeech,1,9
Sahi faisla hai,Not Hatespeech,1,3
bewakoof tune diya tumlog kis  ke bhai nahi yahi to tumlogo dogalapan pan,Hatespeech,0,13
फिर भी दलितों और आदिवासियों को अकल नही आती तो क्या कर सकते है 😅😅,Hatespeech,0,15
जय भीम जय भारत 🙏🇮🇳,Not Hatespeech,1,5
​ teri g maar Li thi kya un sab ne 😁,Hatespeech,0,11
"Reservation lete waqt to chilla chilla ke sabko batati hai, certificate leti hai",Not Hatespeech,1,13
"यह काम केवल जाटव समाज के लोग ही कर सकते हैं,, Jay bhim jay samvidhan 💙💙💙",Not Hatespeech,1,16
In bhangi logon ko toh bas reservation chahiye. Kuch nahi aata inko. 😠🤮,Hatespeech,0,13
"In bhangi logo ko toh bas ganda kaam karna aata hai. 🤮 Desh ko saaf karne ki baat karte hain, khud toh gande rehte hain.",Hatespeech,0,25
"The background is of LUCKNOW.
And i am for the same place",Not Hatespeech,1,12
"Yeh chamar log, inko toh bas reservation chahiye. Kuch kaam dhanda toh karte nahi hai.😡",Hatespeech,0,15
शुरुआत खुद से करनी होगी।,Not Hatespeech,1,5
"Salle mara toh thakuro ka hai ,hamesha rote rhete ho apne aap ko victim dikhate rhete ho sharam karo kutto",Hatespeech,0,20
"In 🅱️hangi ke baccho ko toh bas reservation chahiye, kuch kaam dhanda nahi karna. 😡",Hatespeech,0,15
मे अपने दलित समाज से कहना चाहता हूं कि सभी एकजुट होकर 2027 में उत्तर प्रदेश के अंदर  नया इतिहास रचे,Not Hatespeech,1,21
In bhangi logo ko toh sanitation mein hi rehna chahiye. Koi aur kaam inke bas ki baat nahi hai! 🤮,Hatespeech,0,20
Dalits should go to school instead of temple,Not Hatespeech,1,8
Bbc madarchod hinduon me foot daal raha hai. ......,Not Hatespeech,1,9
In bhangi logon ko koi izzat nahi deta. They are always begging for handouts. Such losers! 😡,Hatespeech,0,17
